         COPY  PDPTOP
         DC    C'define_delay'
         DC    X'0'
@@LC21   EQU   *
         DC    C'define_function_unit'
         DC    X'0'
@@LC22   EQU   *
         DC    C'define_asm_attributes'
         DC    X'0'
@@LC23   EQU   *
         DC    C'define_cond_exec'
         DC    X'0'
@@LC24   EQU   *
         DC    C'sequence'
         DC    X'0'
@@LC25   EQU   *
         DC    C'address'
         DC    X'0'
@@LC26   EQU   *
         DC    C'define_attr'
         DC    X'0'
@@LC27   EQU   *
         DC    C'attr'
         DC    X'0'
@@LC28   EQU   *
         DC    C'set_attr'
         DC    X'0'
@@LC29   EQU   *
         DC    C'set_attr_alternative'
         DC    X'0'
@@LC30   EQU   *
         DC    C'eq_attr'
         DC    X'0'
@@LC31   EQU   *
         DC    C'attr_flag'
         DC    X'0'
@@LC32   EQU   *
         DC    C'insn'
         DC    X'0'
@@LC33   EQU   *
         DC    C'jump_insn'
         DC    X'0'
@@LC34   EQU   *
         DC    C'call_insn'
         DC    X'0'
@@LC35   EQU   *
         DC    C'barrier'
         DC    X'0'
@@LC36   EQU   *
         DC    C'code_label'
         DC    X'0'
@@LC37   EQU   *
         DC    C'note'
         DC    X'0'
@@LC38   EQU   *
         DC    C'cond_exec'
         DC    X'0'
@@LC39   EQU   *
         DC    C'parallel'
         DC    X'0'
@@LC40   EQU   *
         DC    C'asm_input'
         DC    X'0'
@@LC41   EQU   *
         DC    C'asm_operands'
         DC    X'0'
@@LC42   EQU   *
         DC    C'unspec'
         DC    X'0'
@@LC43   EQU   *
         DC    C'unspec_volatile'
         DC    X'0'
@@LC44   EQU   *
         DC    C'addr_vec'
         DC    X'0'
@@LC45   EQU   *
         DC    C'addr_diff_vec'
         DC    X'0'
@@LC46   EQU   *
         DC    C'prefetch'
         DC    X'0'
@@LC47   EQU   *
         DC    C'set'
         DC    X'0'
@@LC48   EQU   *
         DC    C'use'
         DC    X'0'
@@LC49   EQU   *
         DC    C'clobber'
         DC    X'0'
@@LC50   EQU   *
         DC    C'call'
         DC    X'0'
@@LC51   EQU   *
         DC    C'return'
         DC    X'0'
@@LC52   EQU   *
         DC    C'trap_if'
         DC    X'0'
@@LC53   EQU   *
         DC    C'resx'
         DC    X'0'
@@LC54   EQU   *
         DC    C'const_int'
         DC    X'0'
@@LC55   EQU   *
         DC    C'const_double'
         DC    X'0'
@@LC56   EQU   *
         DC    C'const_vector'
         DC    X'0'
@@LC57   EQU   *
         DC    C'const_string'
         DC    X'0'
@@LC58   EQU   *
         DC    C'const'
         DC    X'0'
@@LC59   EQU   *
         DC    C'pc'
         DC    X'0'
@@LC60   EQU   *
         DC    C'value'
         DC    X'0'
@@LC61   EQU   *
         DC    C'reg'
         DC    X'0'
@@LC62   EQU   *
         DC    C'scratch'
         DC    X'0'
@@LC63   EQU   *
         DC    C'subreg'
         DC    X'0'
@@LC64   EQU   *
         DC    C'strict_low_part'
         DC    X'0'
@@LC65   EQU   *
         DC    C'concat'
         DC    X'0'
@@LC66   EQU   *
         DC    C'mem'
         DC    X'0'
@@LC67   EQU   *
         DC    C'label_ref'
         DC    X'0'
@@LC68   EQU   *
         DC    C'symbol_ref'
         DC    X'0'
@@LC69   EQU   *
         DC    C'cc0'
         DC    X'0'
@@LC70   EQU   *
         DC    C'addressof'
         DC    X'0'
@@LC71   EQU   *
         DC    C'queued'
         DC    X'0'
@@LC72   EQU   *
         DC    C'if_then_else'
         DC    X'0'
@@LC73   EQU   *
         DC    C'cond'
         DC    X'0'
@@LC74   EQU   *
         DC    C'compare'
         DC    X'0'
@@LC75   EQU   *
         DC    C'plus'
         DC    X'0'
@@LC76   EQU   *
         DC    C'minus'
         DC    X'0'
@@LC77   EQU   *
         DC    C'neg'
         DC    X'0'
@@LC78   EQU   *
         DC    C'mult'
         DC    X'0'
@@LC79   EQU   *
         DC    C'div'
         DC    X'0'
@@LC80   EQU   *
         DC    C'mod'
         DC    X'0'
@@LC81   EQU   *
         DC    C'udiv'
         DC    X'0'
@@LC82   EQU   *
         DC    C'umod'
         DC    X'0'
@@LC83   EQU   *
         DC    C'and'
         DC    X'0'
@@LC84   EQU   *
         DC    C'ior'
         DC    X'0'
@@LC85   EQU   *
         DC    C'xor'
         DC    X'0'
@@LC86   EQU   *
         DC    C'not'
         DC    X'0'
@@LC87   EQU   *
         DC    C'ashift'
         DC    X'0'
@@LC88   EQU   *
         DC    C'rotate'
         DC    X'0'
@@LC89   EQU   *
         DC    C'ashiftrt'
         DC    X'0'
@@LC90   EQU   *
         DC    C'lshiftrt'
         DC    X'0'
@@LC91   EQU   *
         DC    C'rotatert'
         DC    X'0'
@@LC92   EQU   *
         DC    C'smin'
         DC    X'0'
@@LC93   EQU   *
         DC    C'smax'
         DC    X'0'
@@LC94   EQU   *
         DC    C'umin'
         DC    X'0'
@@LC95   EQU   *
         DC    C'umax'
         DC    X'0'
@@LC96   EQU   *
         DC    C'pre_dec'
         DC    X'0'
@@LC97   EQU   *
         DC    C'pre_inc'
         DC    X'0'
@@LC98   EQU   *
         DC    C'post_dec'
         DC    X'0'
@@LC99   EQU   *
         DC    C'post_inc'
         DC    X'0'
@@LC100  EQU   *
         DC    C'pre_modify'
         DC    X'0'
@@LC101  EQU   *
         DC    C'post_modify'
         DC    X'0'
@@LC102  EQU   *
         DC    C'ne'
         DC    X'0'
@@LC103  EQU   *
         DC    C'eq'
         DC    X'0'
@@LC104  EQU   *
         DC    C'ge'
         DC    X'0'
@@LC105  EQU   *
         DC    C'gt'
         DC    X'0'
@@LC106  EQU   *
         DC    C'le'
         DC    X'0'
@@LC107  EQU   *
         DC    C'lt'
         DC    X'0'
@@LC108  EQU   *
         DC    C'geu'
         DC    X'0'
@@LC109  EQU   *
         DC    C'gtu'
         DC    X'0'
@@LC110  EQU   *
         DC    C'leu'
         DC    X'0'
@@LC111  EQU   *
         DC    C'ltu'
         DC    X'0'
@@LC112  EQU   *
         DC    C'unordered'
         DC    X'0'
@@LC113  EQU   *
         DC    C'ordered'
         DC    X'0'
@@LC114  EQU   *
         DC    C'uneq'
         DC    X'0'
@@LC115  EQU   *
         DC    C'unge'
         DC    X'0'
@@LC116  EQU   *
         DC    C'ungt'
         DC    X'0'
@@LC117  EQU   *
         DC    C'unle'
         DC    X'0'
@@LC118  EQU   *
         DC    C'unlt'
         DC    X'0'
@@LC119  EQU   *
         DC    C'ltgt'
         DC    X'0'
@@LC120  EQU   *
         DC    C'sign_extend'
         DC    X'0'
@@LC121  EQU   *
         DC    C'zero_extend'
         DC    X'0'
@@LC122  EQU   *
         DC    C'truncate'
         DC    X'0'
@@LC123  EQU   *
         DC    C'float_extend'
         DC    X'0'
@@LC124  EQU   *
         DC    C'float_truncate'
         DC    X'0'
@@LC125  EQU   *
         DC    C'float'
         DC    X'0'
@@LC126  EQU   *
         DC    C'fix'
         DC    X'0'
@@LC127  EQU   *
         DC    C'unsigned_float'
         DC    X'0'
@@LC128  EQU   *
         DC    C'unsigned_fix'
         DC    X'0'
@@LC129  EQU   *
         DC    C'abs'
         DC    X'0'
@@LC130  EQU   *
         DC    C'sqrt'
         DC    X'0'
@@LC131  EQU   *
         DC    C'ffs'
         DC    X'0'
@@LC132  EQU   *
         DC    C'sign_extract'
         DC    X'0'
@@LC133  EQU   *
         DC    C'zero_extract'
         DC    X'0'
@@LC134  EQU   *
         DC    C'high'
         DC    X'0'
@@LC135  EQU   *
         DC    C'lo_sum'
         DC    X'0'
@@LC136  EQU   *
         DC    C'range_info'
         DC    X'0'
@@LC137  EQU   *
         DC    C'range_reg'
         DC    X'0'
@@LC138  EQU   *
         DC    C'range_var'
         DC    X'0'
@@LC139  EQU   *
         DC    C'range_live'
         DC    X'0'
@@LC140  EQU   *
         DC    C'constant_p_rtx'
         DC    X'0'
@@LC141  EQU   *
         DC    C'call_placeholder'
         DC    X'0'
@@LC142  EQU   *
         DC    C'vec_merge'
         DC    X'0'
@@LC143  EQU   *
         DC    C'vec_select'
         DC    X'0'
@@LC144  EQU   *
         DC    C'vec_concat'
         DC    X'0'
@@LC145  EQU   *
         DC    C'vec_duplicate'
         DC    X'0'
@@LC146  EQU   *
         DC    C'ss_plus'
         DC    X'0'
@@LC147  EQU   *
         DC    C'us_plus'
         DC    X'0'
@@LC148  EQU   *
         DC    C'ss_minus'
         DC    X'0'
@@LC149  EQU   *
         DC    C'us_minus'
         DC    X'0'
@@LC150  EQU   *
         DC    C'ss_truncate'
         DC    X'0'
@@LC151  EQU   *
         DC    C'us_truncate'
         DC    X'0'
@@LC152  EQU   *
         DC    C'phi'
         DC    X'0'
         DS    0F
RTX@NAME EQU   *
         DC    A(@@LC0)
         DC    A(@@LC1)
         DC    A(@@LC2)
         DC    A(@@LC3)
         DC    A(@@LC4)
         DC    A(@@LC5)
         DC    A(@@LC6)
         DC    A(@@LC7)
         DC    A(@@LC8)
         DC    A(@@LC9)
         DC    A(@@LC10)
         DC    A(@@LC11)
         DC    A(@@LC12)
         DC    A(@@LC13)
         DC    A(@@LC14)
         DC    A(@@LC15)
         DC    A(@@LC16)
         DC    A(@@LC17)
         DC    A(@@LC18)
         DC    A(@@LC19)
         DC    A(@@LC20)
         DC    A(@@LC21)
         DC    A(@@LC22)
         DC    A(@@LC23)
         DC    A(@@LC24)
         DC    A(@@LC25)
         DC    A(@@LC26)
         DC    A(@@LC27)
         DC    A(@@LC28)
         DC    A(@@LC29)
         DC    A(@@LC30)
         DC    A(@@LC31)
         DC    A(@@LC32)
         DC    A(@@LC33)
         DC    A(@@LC34)
         DC    A(@@LC35)
         DC    A(@@LC36)
         DC    A(@@LC37)
         DC    A(@@LC38)
         DC    A(@@LC39)
         DC    A(@@LC40)
         DC    A(@@LC41)
         DC    A(@@LC42)
         DC    A(@@LC43)
         DC    A(@@LC44)
         DC    A(@@LC45)
         DC    A(@@LC46)
         DC    A(@@LC47)
         DC    A(@@LC48)
         DC    A(@@LC49)
         DC    A(@@LC50)
         DC    A(@@LC51)
         DC    A(@@LC52)
         DC    A(@@LC53)
         DC    A(@@LC54)
         DC    A(@@LC55)
         DC    A(@@LC56)
         DC    A(@@LC57)
         DC    A(@@LC58)
         DC    A(@@LC59)
         DC    A(@@LC60)
         DC    A(@@LC61)
         DC    A(@@LC62)
         DC    A(@@LC63)
         DC    A(@@LC64)
         DC    A(@@LC65)
         DC    A(@@LC66)
         DC    A(@@LC67)
         DC    A(@@LC68)
         DC    A(@@LC69)
         DC    A(@@LC70)
         DC    A(@@LC71)
         DC    A(@@LC72)
         DC    A(@@LC73)
         DC    A(@@LC74)
         DC    A(@@LC75)
         DC    A(@@LC76)
         DC    A(@@LC77)
         DC    A(@@LC78)
         DC    A(@@LC79)
         DC    A(@@LC80)
         DC    A(@@LC81)
         DC    A(@@LC82)
         DC    A(@@LC83)
         DC    A(@@LC84)
         DC    A(@@LC85)
         DC    A(@@LC86)
         DC    A(@@LC87)
         DC    A(@@LC88)
         DC    A(@@LC89)
         DC    A(@@LC90)
         DC    A(@@LC91)
         DC    A(@@LC92)
         DC    A(@@LC93)
         DC    A(@@LC94)
         DC    A(@@LC95)
         DC    A(@@LC96)
         DC    A(@@LC97)
         DC    A(@@LC98)
         DC    A(@@LC99)
         DC    A(@@LC100)
         DC    A(@@LC101)
         DC    A(@@LC102)
         DC    A(@@LC103)
         DC    A(@@LC104)
         DC    A(@@LC105)
         DC    A(@@LC106)
         DC    A(@@LC107)
         DC    A(@@LC108)
         DC    A(@@LC109)
         DC    A(@@LC110)
         DC    A(@@LC111)
         DC    A(@@LC112)
         DC    A(@@LC113)
         DC    A(@@LC114)
         DC    A(@@LC115)
         DC    A(@@LC116)
         DC    A(@@LC117)
         DC    A(@@LC118)
         DC    A(@@LC119)
         DC    A(@@LC120)
         DC    A(@@LC121)
         DC    A(@@LC122)
         DC    A(@@LC123)
         DC    A(@@LC124)
         DC    A(@@LC125)
         DC    A(@@LC126)
         DC    A(@@LC127)
         DC    A(@@LC128)
         DC    A(@@LC129)
         DC    A(@@LC130)
         DC    A(@@LC131)
         DC    A(@@LC132)
         DC    A(@@LC133)
         DC    A(@@LC134)
         DC    A(@@LC135)
         DC    A(@@LC136)
         DC    A(@@LC137)
         DC    A(@@LC138)
         DC    A(@@LC139)
         DC    A(@@LC140)
         DC    A(@@LC141)
         DC    A(@@LC142)
         DC    A(@@LC143)
         DC    A(@@LC144)
         DC    A(@@LC145)
         DC    A(@@LC146)
         DC    A(@@LC147)
         DC    A(@@LC148)
         DC    A(@@LC149)
         DC    A(@@LC150)
         DC    A(@@LC151)
         DC    A(@@LC152)
* X-var mode_name
         ENTRY MODE@NAM
@@LC153  EQU   *
         DC    C'VOID'
         DC    X'0'
@@LC154  EQU   *
         DC    C'BI'
         DC    X'0'
@@LC155  EQU   *
         DC    C'QI'
         DC    X'0'
@@LC156  EQU   *
         DC    C'HI'
         DC    X'0'
@@LC157  EQU   *
         DC    C'SI'
         DC    X'0'
@@LC158  EQU   *
         DC    C'DI'
         DC    X'0'
@@LC159  EQU   *
         DC    C'TI'
         DC    X'0'
@@LC160  EQU   *
         DC    C'OI'
         DC    X'0'
@@LC161  EQU   *
         DC    C'PQI'
         DC    X'0'
@@LC162  EQU   *
         DC    C'PHI'
         DC    X'0'
@@LC163  EQU   *
         DC    C'PSI'
         DC    X'0'
@@LC164  EQU   *
         DC    C'PDI'
         DC    X'0'
@@LC165  EQU   *
         DC    C'QF'
         DC    X'0'
@@LC166  EQU   *
         DC    C'HF'
         DC    X'0'
@@LC167  EQU   *
         DC    C'TQF'
         DC    X'0'
@@LC168  EQU   *
         DC    C'SF'
         DC    X'0'
@@LC169  EQU   *
         DC    C'DF'
         DC    X'0'
@@LC170  EQU   *
         DC    C'XF'
         DC    X'0'
@@LC171  EQU   *
         DC    C'TF'
         DC    X'0'
@@LC172  EQU   *
         DC    C'QC'
         DC    X'0'
@@LC173  EQU   *
         DC    C'HC'
         DC    X'0'
@@LC174  EQU   *
         DC    C'SC'
         DC    X'0'
@@LC175  EQU   *
         DC    C'DC'
         DC    X'0'
@@LC176  EQU   *
         DC    C'XC'
         DC    X'0'
@@LC177  EQU   *
         DC    C'TC'
         DC    X'0'
@@LC178  EQU   *
         DC    C'CQI'
         DC    X'0'
@@LC179  EQU   *
         DC    C'CHI'
         DC    X'0'
@@LC180  EQU   *
         DC    C'CSI'
         DC    X'0'
@@LC181  EQU   *
         DC    C'CDI'
         DC    X'0'
@@LC182  EQU   *
         DC    C'CTI'
         DC    X'0'
@@LC183  EQU   *
         DC    C'COI'
         DC    X'0'
@@LC184  EQU   *
         DC    C'V2QI'
         DC    X'0'
@@LC185  EQU   *
         DC    C'V2HI'
         DC    X'0'
@@LC186  EQU   *
         DC    C'V2SI'
         DC    X'0'
@@LC187  EQU   *
         DC    C'V2DI'
         DC    X'0'
@@LC188  EQU   *
         DC    C'V4QI'
         DC    X'0'
@@LC189  EQU   *
         DC    C'V4HI'
         DC    X'0'
@@LC190  EQU   *
         DC    C'V4SI'
         DC    X'0'
@@LC191  EQU   *
         DC    C'V4DI'
         DC    X'0'
@@LC192  EQU   *
         DC    C'V8QI'
         DC    X'0'
@@LC193  EQU   *
         DC    C'V8HI'
         DC    X'0'
@@LC194  EQU   *
         DC    C'V8SI'
         DC    X'0'
@@LC195  EQU   *
         DC    C'V8DI'
         DC    X'0'
@@LC196  EQU   *
         DC    C'V16QI'
         DC    X'0'
@@LC197  EQU   *
         DC    C'V2SF'
         DC    X'0'
@@LC198  EQU   *
         DC    C'V2DF'
         DC    X'0'
@@LC199  EQU   *
         DC    C'V4SF'
         DC    X'0'
@@LC200  EQU   *
         DC    C'V4DF'
         DC    X'0'
@@LC201  EQU   *
         DC    C'V8SF'
         DC    X'0'
@@LC202  EQU   *
         DC    C'V8DF'
         DC    X'0'
@@LC203  EQU   *
         DC    C'V16SF'
         DC    X'0'
@@LC204  EQU   *
         DC    C'BLK'
         DC    X'0'
@@LC205  EQU   *
         DC    C'CC'
         DC    X'0'
         DS    0F
MODE@NAM EQU   *
         DC    A(@@LC153)
         DC    A(@@LC154)
         DC    A(@@LC155)
         DC    A(@@LC156)
         DC    A(@@LC157)
         DC    A(@@LC158)
         DC    A(@@LC159)
         DC    A(@@LC160)
         DC    A(@@LC161)
         DC    A(@@LC162)
         DC    A(@@LC163)
         DC    A(@@LC164)
         DC    A(@@LC165)
         DC    A(@@LC166)
         DC    A(@@LC167)
         DC    A(@@LC168)
         DC    A(@@LC169)
         DC    A(@@LC170)
         DC    A(@@LC171)
         DC    A(@@LC172)
         DC    A(@@LC173)
         DC    A(@@LC174)
         DC    A(@@LC175)
         DC    A(@@LC176)
         DC    A(@@LC177)
         DC    A(@@LC178)
         DC    A(@@LC179)
         DC    A(@@LC180)
         DC    A(@@LC181)
         DC    A(@@LC182)
         DC    A(@@LC183)
         DC    A(@@LC184)
         DC    A(@@LC185)
         DC    A(@@LC186)
         DC    A(@@LC187)
         DC    A(@@LC188)
         DC    A(@@LC189)
         DC    A(@@LC190)
         DC    A(@@LC191)
         DC    A(@@LC192)
         DC    A(@@LC193)
         DC    A(@@LC194)
         DC    A(@@LC195)
         DC    A(@@LC196)
         DC    A(@@LC197)
         DC    A(@@LC198)
         DC    A(@@LC199)
         DC    A(@@LC200)
         DC    A(@@LC201)
         DC    A(@@LC202)
         DC    A(@@LC203)
         DC    A(@@LC204)
         DC    A(@@LC205)
* X-var mode_class
         ENTRY MODE@CLA
         DS    0F
MODE@CLA EQU   *
         DC    F'0'
         DC    F'1'
         DC    F'1'
         DC    F'1'
         DC    F'1'
         DC    F'1'
         DC    F'1'
         DC    F'1'
         DC    F'3'
         DC    F'3'
         DC    F'3'
         DC    F'3'
         DC    F'2'
         DC    F'2'
         DC    F'2'
         DC    F'2'
         DC    F'2'
         DC    F'2'
         DC    F'2'
         DC    F'6'
         DC    F'6'
         DC    F'6'
         DC    F'6'
         DC    F'6'
         DC    F'6'
         DC    F'5'
         DC    F'5'
         DC    F'5'
         DC    F'5'
         DC    F'5'
         DC    F'5'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'7'
         DC    F'8'
         DC    F'8'
         DC    F'8'
         DC    F'8'
         DC    F'8'
         DC    F'8'
         DC    F'8'
         DC    F'0'
         DC    F'4'
* X-var mode_bitsize
         ENTRY MODE@BIT
         DS    0H
MODE@BIT EQU   *
         DC    X'0000'
         DC    X'0001'
         DC    X'0008'
         DC    X'0010'
         DC    X'0020'
         DC    X'0040'
         DC    X'0080'
         DC    X'0100'
         DC    X'0008'
         DC    X'0010'
         DC    X'0020'
         DC    X'0040'
         DC    X'0008'
         DC    X'0010'
         DC    X'0018'
         DC    X'0020'
         DC    X'0040'
         DC    X'0060'
         DC    X'0080'
         DC    X'0010'
         DC    X'0020'
         DC    X'0040'
         DC    X'0080'
         DC    X'00C0'
         DC    X'0100'
         DC    X'0010'
         DC    X'0020'
         DC    X'0040'
         DC    X'0080'
         DC    X'0100'
         DC    X'0200'
         DC    X'0010'
         DC    X'0020'
         DC    X'0040'
         DC    X'0080'
         DC    X'0020'
         DC    X'0040'
         DC    X'0080'
         DC    X'0100'
         DC    X'0040'
         DC    X'0080'
         DC    X'0100'
         DC    X'0200'
         DC    X'0080'
         DC    X'0040'
         DC    X'0080'
         DC    X'0080'
         DC    X'0100'
         DC    X'0100'
         DC    X'0200'
         DC    X'0200'
         DC    X'0000'
         DC    X'0020'
* X-var mode_size
         ENTRY MODE@SIZ
MODE@SIZ EQU   *
         DC    X'00'
         DC    X'01'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'01'
         DC    X'02'
         DC    X'03'
         DC    X'04'
         DC    X'08'
         DC    X'0C'
         DC    X'10'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'18'
         DC    X'20'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'40'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'40'
         DC    X'10'
         DC    X'08'
         DC    X'10'
         DC    X'10'
         DC    X'20'
         DC    X'20'
         DC    X'40'
         DC    X'40'
         DC    X'00'
         DC    X'04'
* X-var mode_unit_size
         ENTRY MODE@UNI
MODE@UNI EQU   *
         DC    X'00'
         DC    X'01'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'01'
         DC    X'02'
         DC    X'03'
         DC    X'04'
         DC    X'08'
         DC    X'0C'
         DC    X'10'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'0C'
         DC    X'10'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'10'
         DC    X'20'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'01'
         DC    X'02'
         DC    X'04'
         DC    X'08'
         DC    X'01'
         DC    X'04'
         DC    X'08'
         DC    X'04'
         DC    X'08'
         DC    X'04'
         DC    X'08'
         DC    X'04'
         DC    X'00'
         DC    X'04'
* X-var mode_wider_mode
         ENTRY MODE@WID
MODE@WID EQU   *
         DC    X'00'
         DC    X'02'
         DC    X'03'
         DC    X'04'
         DC    X'05'
         DC    X'06'
         DC    X'07'
         DC    X'00'
         DC    X'09'
         DC    X'0A'
         DC    X'0B'
         DC    X'00'
         DC    X'0D'
         DC    X'0E'
         DC    X'0F'
         DC    X'10'
         DC    X'11'
         DC    X'12'
         DC    X'00'
         DC    X'14'
         DC    X'15'
         DC    X'16'
         DC    X'17'
         DC    X'18'
         DC    X'00'
         DC    X'1A'
         DC    X'1B'
         DC    X'1C'
         DC    X'1D'
         DC    X'1E'
         DC    X'00'
         DC    X'23'
         DC    X'27'
         DC    X'2B'
         DC    X'29'
         DC    X'20'
         DC    X'21'
         DC    X'22'
         DC    X'2A'
         DC    X'24'
         DC    X'25'
         DC    X'26'
         DC    X'00'
         DC    X'28'
         DC    X'2E'
         DC    X'30'
         DC    X'2D'
         DC    X'31'
         DC    X'2F'
         DC    X'00'
         DC    X'00'
         DC    X'00'
         DC    X'00'
* X-var mode_mask_array
         ENTRY MODE@MAS
         DS    0F
MODE@MAS EQU   *
         DC    F'0'
         DC    F'1'
         DC    F'255'
         DC    F'65535'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'255'
         DC    F'65535'
         DC    F'-1'
         DC    F'-1'
         DC    F'255'
         DC    F'65535'
         DC    F'16777215'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'65535'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'65535'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'65535'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
         DC    F'-1'
